0,1,2,3,4,5,6,7
0943,20241213,PAY   ,-89655.37,ELECTRONIC BANKING PAYMENT TO ,CD515 CD5154 DIGIFU NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-90990.43,ELECTRONIC BANKING PAYMENT TO ,SN611 SN6118 NKOMO  NHU2312:35        ,509,0.0
0943,20241213,PAY   ,-93399.52,ELECTRONIC BANKING PAYMENT TO ,SM623 SM6234 MICHAE ZCX8314:23        ,509,0.0
0943,20241213,PAY   ,-93523.19,ELECTRONIC BANKING PAYMENT TO ,SK609 SK6097 KOLBA  ZCX8314:21        ,509,0.0
0943,20241213,PAY   ,-95590.62,ELECTRONIC BANKING PAYMENT TO ,SD617 SD6176 DUBE & ZCX8314:23        ,509,0.0
0943,20241213,PAY   ,-100200.01,ELECTRONIC BANKING PAYMENT TO ,CL702 CL7029 LAFARG NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-102978.96,ELECTRONIC BANKING PAYMENT TO ,CG705 CG7050 GEZE S NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-103296.78,ELECTRONIC BANKING PAYMENT TO ,SN609 SN6094 NOBLE  ZCX8314:21        ,509,0.0
0943,20241213,PAY   ,-111687.2,ELECTRONIC BANKING PAYMENT TO ,SC615 SC6151 CGIS R ZCX8314:21        ,509,0.0
0943,20241213,PAY   ,-111708.63,ELECTRONIC BANKING PAYMENT TO ,SJ609 SJ6095 JNP DE ZCX8314:23        ,509,0.0
0943,20241213,PAY   ,-119019.85,ELECTRONIC BANKING PAYMENT TO ,CF709 CF7091 FIBERT NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-119974.79,ELECTRONIC BANKING PAYMENT TO ,CV703 CV7037 VICTOR NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-120577.79,ELECTRONIC BANKING PAYMENT TO ,CR703 CR7031 ROCLA  NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-121994.8,ELECTRONIC BANKING PAYMENT TO ,SM625 SM6253 MALUZA ZCX8314:23        ,509,0.0
0943,20241213,PAY   ,-133212.15,ELECTRONIC BANKING PAYMENT TO ,SA621 SA6212 APJ ST NHU2312:35        ,509,0.0
0943,20241213,PAY   ,-136711.62,ELECTRONIC BANKING PAYMENT TO ,SH608 SH6084 HLABO  NHU2312:35        ,509,0.0
0943,20241213,PAY   ,-138110.42,ELECTRONIC BANKING PAYMENT TO ,CD711 CD7110 DUKATH NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-138371.09,ELECTRONIC BANKING PAYMENT TO ,SH607 SH6075 HADASO NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-138830.65,ELECTRONIC BANKING PAYMENT TO ,SN603 SN6039 NC FIR ZCX8314:21        ,509,0.0
0943,20241213,PAY   ,-140562.21,ELECTRONIC BANKING PAYMENT TO ,SM624 SM6248 MGUZA  NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-144960.81,ELECTRONIC BANKING PAYMENT TO ,SS624 SS6241 SUPREM ZCX8314:23        ,509,0.0
0943,20241213,PAY   ,-148942.4,ELECTRONIC BANKING PAYMENT TO ,SW604 SW6042 WANZA  NHU2312:35        ,509,0.0
0943,20241213,PAY   ,-154696.07,ELECTRONIC BANKING PAYMENT TO ,SR613 SR6131 ROUX P ZCX8314:21        ,509,0.0
